processed_m4425_ME21_HV0_test40_SRCoff_170713_231904_TMBCounters.txt																																													
alct0 valid pattern flag received	alct1 valid pattern flag received	raw hits readout   	Pretrigger   	Pretrigger on CFEB0	Pretrigger on CFEB1	Pretrigger on CFEB2	Pretrigger on CFEB3	Pretrigger on CFEB4	Pretrigger on CFEB5	Pretrigger on CFEB6	Pretrigger on ME1A CFEB 4-6 only	Pretrigger on ME1B CFEBs 0-3 only	Discarded, CLCT0 invalid pattern after drift	BX pretrig waiting for triads to dissipate	clct0 sent to TMB matching section	clct1 sent to TMB matching section	TMB accepted alct	TMB match reject event  	Matching found one ALCT	Matching found one CLCT	Matching found two ALCTs	Matching found two CLCTs	ALCT0 copied into ALCT1 to make 2nd LCT	CLCT0 copied into CLCT1 to make 2nd LCT	LCT1 has higher quality than LCT0 	Transmitted LCT0 to MPC	Transmitted LCT1 to MPC	MPC rejected both LCT0 and LCT1	L1A received   	L1A received, TMB in L1A window	L1A received, no TMB in window	TMB triggered, no L1A in window	TMB readouts completed	Pretrigger counter   	CLCT counter   	TMB trigger counter	ALCTs received counter	L1As received counter 	Readout counter 	Orbit counter	CLCT pre-trigger and ALCT coincidence counter	CFEB0 active flag sent to DMB for readout	CFEB1 active flag sent to DMB for readout	CFEB2 active flag sent to DMB for readout	CFEB3 active flag sent to DMB for readout
36050	1043	1476	74998	19151	19229	14903	22346	0	0	0	0	0	72496	99952	2502	87	2286	216	1958	2199	328	87	20	261	12	2286	348	2286	2008	118	1890	2168	118	4894529	54514	43832	842789	1138	2021	3950802	8539	22214	25091	18446	23829
7664	11	0	175396	43028	42951	34333	56141	0	0	0	0	0	175005	217179	391	0	4	387	4	4	0	0	0	0	0	4	0	4	0	0	0	4	0	5070072	54906	43836	850462	1138	2021	4098842	105	49758	56532	42238	59119
37030	1061	1454	75323	19008	19221	15119	22595	0	0	0	0	0	72744	100696	2579	92	2378	201	2045	2286	333	92	17	258	19	2378	350	2378	1972	108	1864	2270	108	5145551	57486	46214	887505	3110	2129	4153225	8761	22056	25165	18697	24028
7817	13	0	174778	42501	42732	33975	56594	0	0	0	0	0	174421	216628	357	1	8	349	7	7	1	1	0	0	0	8	1	8	0	0	0	8	0	5320468	57843	46222	895330	3110	2129	4301264	100	49114	56213	41973	59597
33539	937	1381	74298	18743	18856	14807	22508	0	0	0	0	0	72016	98677	2282	87	2080	202	1792	1994	288	86	17	219	16	2080	305	2080	1866	101	1765	1979	101	5394905	60125	48302	928875	880	2230	4355637	7817	21691	24674	18283	23979
7912	11	0	175890	42751	43220	34382	56556	0	0	0	0	0	175492	217675	398	0	6	392	5	6	1	0	0	1	0	6	1	6	0	0	0	6	0	5570940	60524	48308	936796	880	2230	4503687	93	49387	56544	42371	59548
35582	1012	1454	75255	19000	19188	15063	22628	0	0	0	0	0	72766	100583	2489	104	2284	205	1988	2180	296	104	17	209	22	2284	313	2284	1984	105	1879	2179	105	5646367	63015	50592	972385	2864	2335	4558060	8480	22085	24929	18688	24134
7785	8	0	175593	42834	43184	34253	56377	0	0	0	0	0	175242	217834	351	0	4	347	4	4	0	0	0	0	0	4	0	4	0	0	0	4	0	5822104	63366	50596	980179	2864	2335	4706110	107	49387	56829	42176	59300
36479	996	1422	75525	19109	19186	15138	22679	0	0	0	0	0	72946	100981	2579	93	2368	211	2080	2275	288	93	22	217	14	2368	310	2368	1926	107	1819	2261	107	5897788	65945	52964	1016661	694	2442	4760483	8677	22151	25198	18706	24139
7669	9	0	177195	43236	43136	34748	57120	0	0	0	0	0	176815	219395	380	0	7	373	7	7	0	0	0	0	0	7	0	7	0	0	0	7	0	6075136	66325	52971	1024338	694	2442	4908521	112	49829	56807	42686	60052
34092	929	1367	74869	18988	19031	14921	22482	0	0	0	0	0	72531	99590	2338	80	2133	205	1873	2053	260	80	18	198	14	2133	278	2133	1889	101	1788	2032	101	6150160	68663	55104	1058435	2583	2543	4962906	7921	22054	24971	18352	23859
7849	8	0	175803	42871	42737	34431	56817	0	0	0	0	0	175432	217539	371	1	9	362	7	8	2	1	0	1	0	9	2	9	0	0	0	9	0	6326113	69034	55113	1066291	2583	2543	5110944	115	49427	56234	42230	59803
33966	920	1390	74606	18857	18695	15045	22617	0	0	0	0	0	72303	98925	2303	74	2099	204	1822	2025	277	74	13	216	12	2099	290	2099	1861	103	1758	1996	103	6400838	71337	57212	1100260	348	2646	5165329	8015	21787	24623	18469	24034
7881	22	0	176002	42859	43158	34326	56709	0	0	0	0	0	175620	217594	382	0	3	379	2	3	1	0	0	1	0	3	1	3	0	0	0	3	0	6576994	71720	57215	1108145	348	2646	5313367	126	49555	56607	42183	59560
37346	1017	1510	75551	19050	19310	15074	22724	0	0	0	0	0	72987	101265	2564	98	2355	209	2010	2257	345	98	18	265	18	2355	363	2355	2037	103	1934	2252	103	6652677	74285	59570	1145503	2385	2749	5367741	8991	22214	25158	18662	24135
7629	11	0	175689	42828	42791	34570	56516	0	0	0	0	0	175352	217114	337	0	7	330	6	7	1	0	0	1	0	7	1	7	0	0	0	7	0	6828548	74622	59577	1153140	2385	2749	5515790	126	49246	56322	42367	59567
36325	1001	1478	74438	18915	18938	14889	22321	0	0	0	0	0	71950	99741	2488	93	2281	207	1970	2188	311	93	19	237	14	2281	330	2281	1998	89	1909	2192	89	6903126	77111	61858	1189468	287	2838	5570164	8498	21937	24748	18404	23731
7692	16	0	175629	42580	43003	34399	56714	0	0	0	0	0	175268	217158	361	0	9	352	7	9	2	0	0	2	0	9	2	9	0	0	0	9	0	7078891	77472	61867	1197167	287	2838	5718202	109	49254	56450	42133	59663
